fecha,dia,Temp_entrada,Temp_ZA,Humedad_entrada,Humedad_ZA,meses,meses_nombre,dias_num,year,monitoring_interval,temp_avg,humi_avg
2018-10-04,Jueves,20,NA,38,NA,10,Oct,4,2018,interv2,20,38
2018-10-05,Viernes,20,NA,36,NA,10,Oct,5,2018,interv2,20,36
2018-10-08,Lunes,21,NA,38,NA,10,Oct,8,2018,interv2,21,38
2018-10-09,Martes,19,NA,39,NA,10,Oct,9,2018,interv2,19,39
2018-10-10,Miercoles,20,NA,38,NA,10,Oct,10,2018,interv2,20,38
2018-10-11,Jueves,21,NA,36,NA,10,Oct,11,2018,interv2,21,36
2018-10-12,Viernes,21,NA,39,NA,10,Oct,12,2018,interv2,21,39
2018-10-15,Lunes,21,NA,36,NA,10,Oct,15,2018,interv2,21,36
2018-10-16,Martes,20,NA,39,NA,10,Oct,16,2018,interv2,20,39
2018-10-17,Miercoles,20,NA,36,NA,10,Oct,17,2018,interv2,20,36
2018-10-18,Jueves,21,NA,39,NA,10,Oct,18,2018,interv2,21,39
2018-10-19,Viernes,22,NA,38,NA,10,Oct,19,2018,interv2,22,38
2018-10-22,Lunes,21,NA,39,NA,10,Oct,22,2018,interv2,21,39
2018-10-23,Martes,20,NA,39,NA,10,Oct,23,2018,interv2,20,39
2018-10-24,Miercoles,20,NA,39,NA,10,Oct,24,2018,interv2,20,39
2018-10-25,Jueves,21,NA,36,NA,10,Oct,25,2018,interv2,21,36
2018-10-26,Viernes,22,NA,38,NA,10,Oct,26,2018,interv2,22,38
2018-10-29,Lunes,20,NA,40,NA,10,Oct,29,2018,interv2,20,40
2018-10-30,Martes,21,NA,39,NA,10,Oct,30,2018,interv2,21,39
2018-10-31,Miercoles,21,NA,38,NA,10,Oct,31,2018,interv2,21,38
2018-11-01,Jueves,21,NA,39,NA,11,Nov,1,2018,interv2,21,39
2018-11-02,Viernes,22,NA,38,NA,11,Nov,2,2018,interv2,22,38
2018-11-05,Lunes,22,NA,40,NA,11,Nov,5,2018,interv2,22,40
2018-11-06,Martes,22,NA,38,NA,11,Nov,6,2018,interv2,22,38
2018-11-07,Miercoles,22,NA,37,NA,11,Nov,7,2018,interv2,22,37
2018-11-08,Jueves,21,NA,40,NA,11,Nov,8,2018,interv2,21,40
2018-11-09,Viernes,22,NA,38,NA,11,Nov,9,2018,interv2,22,38
2018-11-12,Lunes,22,NA,35,NA,11,Nov,12,2018,interv2,22,35
2018-11-13,Martes,22,NA,33,NA,11,Nov,13,2018,interv2,22,33
2018-11-14,Miercoles,22,NA,32,NA,11,Nov,14,2018,interv2,22,32
2018-11-15,Jueves,22,NA,33,NA,11,Nov,15,2018,interv2,22,33
2018-11-16,Viernes,22,NA,32,NA,11,Nov,16,2018,interv2,22,32
2018-11-19,Lunes,22,NA,32,NA,11,Nov,19,2018,interv2,22,32
2018-11-20,Martes,22,NA,32,NA,11,Nov,20,2018,interv2,22,32
2018-11-21,Miercoles,22,NA,32,NA,11,Nov,21,2018,interv2,22,32
2018-11-22,Jueves,23,NA,32,NA,11,Nov,22,2018,interv2,23,32
2018-11-23,Viernes,23,NA,32,NA,11,Nov,23,2018,interv2,23,32
2018-11-26,Lunes,23,NA,32,NA,11,Nov,26,2018,interv2,23,32
2018-11-27,Martes,22,NA,32,NA,11,Nov,27,2018,interv2,22,32
2018-11-28,Miercoles,21,NA,33,NA,11,Nov,28,2018,interv2,21,33
2018-11-29,Jueves,22,NA,30,NA,11,Nov,29,2018,interv2,22,30
2018-11-30,Viernes,21,NA,36,NA,11,Nov,30,2018,interv2,21,36
2018-12-03,Lunes,22,NA,32,NA,12,Dec,3,2018,interv2,22,32
2018-12-04,Martes,21,NA,32,NA,12,Dec,4,2018,interv2,21,32
2018-12-05,Miercoles,21,NA,33,NA,12,Dec,5,2018,interv2,21,33
2018-12-06,Jueves,20,NA,31,NA,12,Dec,6,2018,interv2,20,31
2018-12-07,Viernes,20,NA,33,NA,12,Dec,7,2018,interv2,20,33
2018-12-10,Lunes,21,NA,34,NA,12,Dec,10,2018,interv2,21,34
2018-12-11,Martes,22,NA,33,NA,12,Dec,11,2018,interv2,22,33
2018-12-12,Miercoles,22,NA,36,NA,12,Dec,12,2018,interv2,22,36
2018-12-13,Jueves,21,NA,38,NA,12,Dec,13,2018,interv2,21,38
2018-12-14,Viernes,23,NA,33,NA,12,Dec,14,2018,interv2,23,33
2018-12-17,Lunes,21,NA,36,NA,12,Dec,17,2018,interv2,21,36
2018-12-18,Martes,23,NA,33,NA,12,Dec,18,2018,interv2,23,33
2018-12-19,Miercoles,23,NA,32,NA,12,Dec,19,2018,interv2,23,32
2018-12-20,Jueves,24,NA,32,NA,12,Dec,20,2018,interv2,24,32
2018-12-21,Viernes,23,NA,32,NA,12,Dec,21,2018,interv2,23,32
2018-12-23,Domingo,23,NA,32,NA,12,Dec,23,2018,interv2,23,32
2018-12-25,Martes,24,NA,32,NA,12,Dec,25,2018,interv2,24,32
2018-12-27,Jueves,24,NA,32,NA,12,Dec,27,2018,interv2,24,32
2018-12-29,Sábado,24,NA,31,NA,12,Dec,29,2018,interv2,24,31
2018-12-31,Lunes,25,NA,31,NA,12,Dec,31,2018,interv2,25,31
2019-01-02,Miercoles,24,NA,31,NA,1,Jan,2,2019,interv2,24,31
2019-01-03,Jueves,24,NA,31,NA,1,Jan,3,2019,interv2,24,31
2019-01-04,Viernes,23,NA,31,NA,1,Jan,4,2019,interv2,23,31
2019-01-07,Lunes,23,NA,32,NA,1,Jan,7,2019,interv2,23,32
2019-01-08,Martes,25,NA,31,NA,1,Jan,8,2019,interv2,25,31
2019-01-09,Miercoles,25,NA,31,NA,1,Jan,9,2019,interv2,25,31
2019-01-10,Jueves,23,NA,32,NA,1,Jan,10,2019,interv2,23,32
2019-01-11,Viernes,21,NA,38,NA,1,Jan,11,2019,interv2,21,38
2019-01-14,Lunes,23,NA,31,NA,1,Jan,14,2019,interv2,23,31
2019-01-15,Martes,24,NA,32,NA,1,Jan,15,2019,interv2,24,32
2019-01-16,Miercoles,24,NA,31,NA,1,Jan,16,2019,interv2,24,31
2019-01-17,Jueves,23,NA,38,NA,1,Jan,17,2019,interv2,23,38
2019-01-18,Viernes,23,NA,36,NA,1,Jan,18,2019,interv2,23,36
2019-01-21,Lunes,23,NA,36,NA,1,Jan,21,2019,interv2,23,36
2019-01-22,Martes,22,NA,38,NA,1,Jan,22,2019,interv2,22,38
2019-01-23,Miercoles,24,NA,31,NA,1,Jan,23,2019,interv2,24,31
2019-01-24,Jueves,NA,NA,NA,NA,1,Jan,24,2019,interv2,NA,NA
2019-01-25,Viernes,21,NA,38,NA,1,Jan,25,2019,interv2,21,38
2019-01-28,Lunes,21,NA,34,NA,1,Jan,28,2019,interv2,21,34
2019-01-29,Martes,22,NA,34,NA,1,Jan,29,2019,interv2,22,34
2019-01-30,Miercoles,22,NA,33,NA,1,Jan,30,2019,interv2,22,33
2019-01-31,Jueves,22,NA,33,NA,1,Jan,31,2019,interv2,22,33
2019-02-01,Viernes,22,NA,33,NA,2,Feb,1,2019,interv2,22,33
2019-02-04,Lunes,21,NA,34,NA,2,Feb,4,2019,interv2,21,34
2019-02-05,Martes,23,NA,32,NA,2,Feb,5,2019,interv2,23,32
2019-02-06,Miercoles,21,NA,33,NA,2,Feb,6,2019,interv2,21,33
2019-02-07,Jueves,21,NA,35,NA,2,Feb,7,2019,interv2,21,35
2019-02-08,Viernes,21,NA,36,NA,2,Feb,8,2019,interv2,21,36
2019-02-11,Lunes,22,NA,32,NA,2,Feb,11,2019,interv2,22,32
2019-02-12,Martes,21,NA,38,NA,2,Feb,12,2019,interv3,21,38
2019-02-13,Miercoles,23,NA,36,NA,2,Feb,13,2019,interv3,23,36
2019-02-14,Jueves,23,NA,35,NA,2,Feb,14,2019,interv3,23,35
2019-02-15,Viernes,24,NA,37,NA,2,Feb,15,2019,interv3,24,37
2019-02-18,Lunes,24,NA,36,NA,2,Feb,18,2019,interv3,24,36
2019-02-19,Martes,23,NA,38,NA,2,Feb,19,2019,interv3,23,38
2019-02-20,Miercoles,22,NA,36,NA,2,Feb,20,2019,interv3,22,36
2019-02-21,Jueves,23,NA,36,NA,2,Feb,21,2019,interv3,23,36
2019-02-22,Viernes,22,NA,37,NA,2,Feb,22,2019,interv3,22,37
2019-02-25,Lunes,21,NA,36,NA,2,Feb,25,2019,interv3,21,36
2019-02-26,Martes,22,NA,35,NA,2,Feb,26,2019,interv3,22,35
2019-02-27,Miercoles,21,NA,36,NA,2,Feb,27,2019,interv3,21,36
2019-02-28,Jueves,22,NA,38,NA,2,Feb,28,2019,interv3,22,38
2019-03-01,Viernes,23,NA,31,NA,3,Mar,1,2019,interv3,23,31
2019-03-04,Lunes,21,NA,37,NA,3,Mar,4,2019,interv3,21,37
2019-03-05,Martes,22,NA,36,NA,3,Mar,5,2019,interv3,22,36
2019-03-06,Miercoles,25,NA,30,NA,3,Mar,6,2019,interv3,25,30
2019-03-07,Jueves,25,NA,30,NA,3,Mar,7,2019,interv3,25,30
2019-03-08,Viernes,23,NA,31,NA,3,Mar,8,2019,interv3,23,31
2019-03-11,Lunes,24,NA,31,NA,3,Mar,11,2019,interv3,24,31
2019-03-12,Martes,25,NA,31,NA,3,Mar,12,2019,interv3,25,31
2019-03-13,Miercoles,23,NA,31,NA,3,Mar,13,2019,interv3,23,31
2019-03-14,Jueves,23,NA,30,NA,3,Mar,14,2019,interv3,23,30
2019-03-15,Viernes,24,NA,31,NA,3,Mar,15,2019,interv3,24,31
2019-03-18,Lunes,21,NA,31,NA,3,Mar,18,2019,interv3,21,31
2019-03-19,Martes,22,NA,31,NA,3,Mar,19,2019,interv3,22,31
2019-03-20,Miercoles,22,NA,30,NA,3,Mar,20,2019,interv3,22,30
2019-03-21,Jueves,21,NA,31,NA,3,Mar,21,2019,interv3,21,31
2019-03-22,Viernes,21,NA,32,NA,3,Mar,22,2019,interv3,21,32
2019-03-25,Lunes,21,NA,32,NA,3,Mar,25,2019,interv3,21,32
2019-03-26,Martes,23,NA,31,NA,3,Mar,26,2019,interv3,23,31
2019-03-27,Miercoles,22,NA,33,NA,3,Mar,27,2019,interv3,22,33
2019-03-28,Jueves,22,NA,33,NA,3,Mar,28,2019,interv3,22,33
2019-03-29,Viernes,21,NA,32,NA,3,Mar,29,2019,interv3,21,32
2019-04-01,Lunes,21,NA,33,NA,4,Apr,1,2019,interv3,21,33
2019-04-02,Martes,19,NA,35,NA,4,Apr,2,2019,interv3,19,35
2019-04-03,Miercoles,19,NA,35,NA,4,Apr,3,2019,interv3,19,35
2019-04-04,Jueves,20,NA,36,NA,4,Apr,4,2019,interv3,20,36
2019-04-05,Viernes,21,NA,35,NA,4,Apr,5,2019,interv3,21,35
2019-04-08,Lunes,22,NA,34,NA,4,Apr,8,2019,interv3,22,34
2019-04-09,Martes,21,NA,36,NA,4,Apr,9,2019,interv3,21,36
2019-04-10,Miercoles,20,NA,34,NA,4,Apr,10,2019,interv3,20,34
2019-04-11,Jueves,22,NA,34,NA,4,Apr,11,2019,interv3,22,34
2019-04-12,Viernes,22,NA,36,NA,4,Apr,12,2019,interv3,22,36
2019-04-15,Lunes,24,NA,36,NA,4,Apr,15,2019,interv3,24,36
2019-04-16,Martes,25,NA,36,NA,4,Apr,16,2019,interv3,25,36
2019-04-17,Miercoles,22,NA,34,NA,4,Apr,17,2019,interv3,22,34
2019-04-18,Jueves,21,NA,35,NA,4,Apr,18,2019,interv3,21,35
2019-04-19,Viernes,NA,NA,NA,NA,4,Apr,19,2019,interv3,NA,NA
2019-04-22,Lunes,20,NA,44,NA,4,Apr,22,2019,interv3,20,44
2019-04-23,Martes,20,NA,37,NA,4,Apr,23,2019,interv3,20,37
2019-04-24,Miercoles,20,NA,35,NA,4,Apr,24,2019,interv3,20,35
2019-04-25,Jueves,20,NA,35,NA,4,Apr,25,2019,interv3,20,35
2019-04-26,Viernes,29,NA,34,NA,4,Apr,26,2019,interv3,29,34
2019-04-29,Lunes,19,NA,40,NA,4,Apr,29,2019,interv3,19,40
2019-04-30,Martes,20,NA,39,NA,4,Apr,30,2019,interv3,20,39
2019-05-01,Miercoles,22,NA,34,NA,5,May,1,2019,interv3,22,34
2019-05-02,Jueves,20,NA,36,NA,5,May,2,2019,interv3,20,36
2019-05-03,Viernes,NA,NA,NA,NA,5,May,3,2019,interv3,NA,NA
2019-05-06,Lunes,19,NA,50,NA,5,May,6,2019,interv3,19,50
2019-05-07,Martes,22,NA,37,NA,5,May,7,2019,interv3,22,37
2019-05-08,Miercoles,21,NA,37,NA,5,May,8,2019,interv3,21,37
2019-05-09,Jueves,21,NA,37,NA,5,May,9,2019,interv3,21,37
2019-05-10,Viernes,21,NA,37,NA,5,May,10,2019,interv3,21,37
2019-05-13,Lunes,21,NA,39,NA,5,May,13,2019,interv3,21,39
2019-05-14,Martes,22,NA,35,NA,5,May,14,2019,interv3,22,35
2019-05-15,Miercoles,22,NA,35,NA,5,May,15,2019,interv3,22,35
2019-05-16,Jueves,22,NA,35,NA,5,May,16,2019,interv3,22,35
2019-05-17,Viernes,22,NA,35,NA,5,May,17,2019,interv3,22,35
2019-05-20,Lunes,21,NA,37,NA,5,May,20,2019,interv3,21,37
2019-05-21,Martes,21,NA,36,NA,5,May,21,2019,interv3,21,36
2019-05-22,Miercoles,22,NA,39,NA,5,May,22,2019,interv3,22,39
2019-05-23,Jueves,21,NA,33,NA,5,May,23,2019,interv3,21,33
2019-05-24,Viernes,20,NA,40,NA,5,May,24,2019,interv3,20,40
2019-05-27,Lunes,20,NA,40,NA,5,May,27,2019,interv3,20,40
2019-05-28,Martes,21,NA,34,NA,5,May,28,2019,interv3,21,34
2019-05-29,Miercoles,21,NA,38,NA,5,May,29,2019,interv3,21,38
2019-05-30,Jueves,21,NA,34,NA,5,May,30,2019,interv3,21,34
2019-05-31,Viernes,21,NA,33,NA,5,May,31,2019,interv3,21,33
2019-06-03,Lunes,20,NA,38,NA,6,Jun,3,2019,interv3,20,38
2019-06-04,Martes,21,NA,37,NA,6,Jun,4,2019,interv3,21,37
2019-06-05,Miercoles,21,NA,37,NA,6,Jun,5,2019,interv3,21,37
2019-06-06,Jueves,21,NA,35,NA,6,Jun,6,2019,interv3,21,35
2019-06-07,Viernes,21,NA,36,NA,6,Jun,7,2019,interv3,21,36
2019-06-10,Lunes,21,NA,36,NA,6,Jun,10,2019,interv3,21,36
2019-06-11,Martes,20,NA,35,NA,6,Jun,11,2019,interv3,20,35
2019-06-12,Miercoles,20,NA,35,NA,6,Jun,12,2019,interv3,20,35
2019-06-13,Jueves,20,NA,38,NA,6,Jun,13,2019,interv3,20,38
2019-06-14,Viernes,21,NA,38,NA,6,Jun,14,2019,interv3,21,38
2019-06-17,Lunes,21,NA,40,NA,6,Jun,17,2019,interv3,21,40
2019-06-18,Martes,22,NA,42,NA,6,Jun,18,2019,interv3,22,42
2019-06-19,Miercoles,22,NA,42,NA,6,Jun,19,2019,interv3,22,42
2019-06-20,Jueves,21,NA,45,NA,6,Jun,20,2019,interv3,21,45
2019-06-21,Viernes,21,NA,62,NA,6,Jun,21,2019,interv3,21,62
2019-06-24,Lunes,21,NA,62,NA,6,Jun,24,2019,interv3,21,62
2019-06-25,Martes,21,NA,40,NA,6,Jun,25,2019,interv3,21,40
2019-06-26,Miercoles,21,NA,41,NA,6,Jun,26,2019,interv3,21,41
2019-06-27,Jueves,20,NA,44,NA,6,Jun,27,2019,interv3,20,44
2019-06-28,Viernes,22,NA,38,NA,6,Jun,28,2019,interv3,22,38
2019-07-01,Lunes,21,NA,38,NA,7,Jul,1,2019,interv3,21,38
2019-07-02,Martes,22,NA,39,NA,7,Jul,2,2019,interv3,22,39
2019-07-03,Miercoles,20,NA,39,NA,7,Jul,3,2019,interv3,20,39
2019-07-04,Jueves,20,NA,47,NA,7,Jul,4,2019,interv3,20,47
2019-07-05,Viernes,21,NA,45,NA,7,Jul,5,2019,interv3,21,45
2019-07-08,Lunes,22,NA,42,NA,7,Jul,8,2019,interv3,22,42
2019-07-09,Martes,21,NA,42,NA,7,Jul,9,2019,interv3,21,42
2019-07-10,Miercoles,20,NA,45,NA,7,Jul,10,2019,interv3,20,45
2019-07-11,Jueves,22,NA,40,NA,7,Jul,11,2019,interv3,22,40
2019-07-12,Viernes,20,NA,39,NA,7,Jul,12,2019,interv3,20,39
2019-07-15,Lunes,22,NA,45,NA,7,Jul,15,2019,interv3,22,45
2019-07-16,Martes,23,NA,45,NA,7,Jul,16,2019,interv3,23,45
2019-07-17,Miercoles,23,NA,38,NA,7,Jul,17,2019,interv3,23,38
2019-07-18,Jueves,22,NA,40,NA,7,Jul,18,2019,interv3,22,40
2019-07-19,Viernes,20,NA,44,NA,7,Jul,19,2019,interv3,20,44
2019-07-22,Lunes,21,NA,45,NA,7,Jul,22,2019,interv3,21,45
2019-07-23,Martes,21,NA,47,NA,7,Jul,23,2019,interv3,21,47
2019-07-24,Miercoles,21,NA,45,NA,7,Jul,24,2019,interv3,21,45
2019-07-25,Jueves,21,NA,64,NA,7,Jul,25,2019,interv3,21,64
2019-07-26,Viernes,20,NA,50,NA,7,Jul,26,2019,interv3,20,50
2019-07-29,lunes,21,NA,61,NA,7,Jul,29,2019,interv3,21,61
2019-07-30,martes,20,NA,49,NA,7,Jul,30,2019,interv3,20,49
2019-07-31,miercoles,20,NA,48,NA,7,Jul,31,2019,interv3,20,48
2019-08-01,jueves,21,NA,45,NA,8,Aug,1,2019,interv3,21,45
2019-08-02,viernes,20,NA,47,NA,8,Aug,2,2019,interv3,20,47
2019-08-05,lunes,20,NA,59,NA,8,Aug,5,2019,interv3,20,59
2019-08-06,martes,20,NA,47,NA,8,Aug,6,2019,interv3,20,47
2019-08-07,miercoles,20,NA,47,NA,8,Aug,7,2019,interv3,20,47
2019-08-08,jueves,20,NA,55,NA,8,Aug,8,2019,interv3,20,55
2019-08-09,viernes,NA,NA,NA,NA,8,Aug,9,2019,interv3,NA,NA
2019-08-12,lunes,20,NA,48,NA,8,Aug,12,2019,interv3,20,48
2019-08-13,martes,21,NA,52,NA,8,Aug,13,2019,interv3,21,52
2019-08-14,miercoles,20,NA,48,NA,8,Aug,14,2019,interv3,20,48
2019-08-15,jueves,20,NA,45,NA,8,Aug,15,2019,interv3,20,45
2019-08-16,viernes,20,NA,43,NA,8,Aug,16,2019,interv3,20,43
2019-08-19,lunes,20,NA,48,NA,8,Aug,19,2019,interv3,20,48
2019-08-20,martes,21,NA,40,NA,8,Aug,20,2019,interv3,21,40
2019-08-21,miercoles,21,NA,38,NA,8,Aug,21,2019,interv3,21,38
2019-08-22,jueves,22,NA,37,NA,8,Aug,22,2019,interv3,22,37
2019-08-23,viernes,22,NA,45,NA,8,Aug,23,2019,interv3,22,45
2019-08-26,lunes,21,NA,45,NA,8,Aug,26,2019,interv3,21,45
2019-08-27,martes,21,NA,44,NA,8,Aug,27,2019,interv3,21,44
2019-08-28,miercoles,22,NA,43,NA,8,Aug,28,2019,interv3,22,43
2019-08-29,jueves,21,NA,49,NA,8,Aug,29,2019,interv3,21,49
2019-08-30,viernes,21,NA,50,NA,8,Aug,30,2019,interv3,21,50
2019-09-02,lunes,NA,NA,NA,NA,9,Sep,2,2019,interv3,NA,NA
2019-09-03,martes,NA,NA,NA,NA,9,Sep,3,2019,interv3,NA,NA
2019-09-04,miercoles,21,NA,54,NA,9,Sep,4,2019,interv3,21,54
2019-09-05,jueves,21,NA,49,NA,9,Sep,5,2019,interv3,21,49
2019-09-06,viernes,21,NA,45,NA,9,Sep,6,2019,interv3,21,45
2019-09-09,lunes,22,NA,52,NA,9,Sep,9,2019,interv3,22,52
2019-09-10,martes,21,NA,45,NA,9,Sep,10,2019,interv3,21,45
2019-09-11,miercoles,21,NA,45,NA,9,Sep,11,2019,interv3,21,45
2019-09-12,jueves,21,NA,45,NA,9,Sep,12,2019,interv4,21,45
2019-09-13,viernes,21,NA,44,NA,9,Sep,13,2019,interv4,21,44
2019-09-16,lunes,21,NA,43,NA,9,Sep,16,2019,interv4,21,43
2019-09-17,martes,21,NA,41,NA,9,Sep,17,2019,interv4,21,41
2019-09-18,miercoles,23,NA,36,NA,9,Sep,18,2019,interv4,23,36
2019-09-19,jueves,23,NA,36,NA,9,Sep,19,2019,interv4,23,36
2019-09-20,viernes,23,NA,41,NA,9,Sep,20,2019,interv4,23,41
2019-09-23,lunes,22,NA,44,NA,9,Sep,23,2019,interv4,22,44
2019-09-24,martes,23,NA,35,NA,9,Sep,24,2019,interv4,23,35
2019-09-25,miercoles,23,NA,34,NA,9,Sep,25,2019,interv4,23,34
2019-09-26,jueves,22,NA,44,NA,9,Sep,26,2019,interv4,22,44
2019-09-27,viernes,22,NA,38,NA,9,Sep,27,2019,interv4,22,38
2019-09-30,Lunes,22,NA,47,NA,9,Sep,30,2019,interv4,22,47
2019-10-01,Martes,22,NA,42,NA,10,Oct,1,2019,interv4,22,42
2019-10-02,Miércoles,21,NA,40,NA,10,Oct,2,2019,interv4,21,40
2019-10-03,Jueves,22,NA,40,NA,10,Oct,3,2019,interv4,22,40
2019-10-04,Viernes,22,NA,42,NA,10,Oct,4,2019,interv4,22,42
2019-10-07,Lunes,22,NA,46,NA,10,Oct,7,2019,interv4,22,46
2019-10-08,Martes,23,NA,38,NA,10,Oct,8,2019,interv4,23,38
2019-10-09,Miércoles,22,NA,41,NA,10,Oct,9,2019,interv4,22,41
2019-10-10,Jueves,22,NA,42,NA,10,Oct,10,2019,interv4,22,42
2019-10-11,Viernes,22,NA,43,NA,10,Oct,11,2019,interv4,22,43
2019-10-14,Lunes,22,NA,42,NA,10,Oct,14,2019,interv4,22,42
2019-10-15,Martes,22,NA,42,NA,10,Oct,15,2019,interv4,22,42
2019-10-16,Miércoles,22,NA,40,NA,10,Oct,16,2019,interv4,22,40
2019-10-17,Jueves,22,NA,41,NA,10,Oct,17,2019,interv4,22,41
2019-10-18,Viernes,22,NA,36,NA,10,Oct,18,2019,interv4,22,36
2019-10-21,Lunes,22,NA,37,NA,10,Oct,21,2019,interv4,22,37
2019-10-22,Martes,21,NA,39,NA,10,Oct,22,2019,interv4,21,39
2019-10-23,Miércoles,21,NA,39,NA,10,Oct,23,2019,interv4,21,39
2019-10-24,Jueves,22,NA,36,NA,10,Oct,24,2019,interv4,22,36
2019-10-25,Viernes,22,NA,35,NA,10,Oct,25,2019,interv4,22,35
2019-10-28,Lunes,21,NA,34,NA,10,Oct,28,2019,interv4,21,34
2019-10-29,Martes,22,NA,34,NA,10,Oct,29,2019,interv4,22,34
2019-10-30,Miércoles,21,NA,37,NA,10,Oct,30,2019,interv4,21,37
2019-10-31,Jueves,22,NA,35,NA,10,Oct,31,2019,interv4,22,35
2019-11-01,Viernes,NA,NA,NA,NA,11,Nov,1,2019,interv4,NA,NA
2019-11-04,Lunes,NA,NA,NA,NA,11,Nov,4,2019,interv4,NA,NA
2019-11-05,Martes,21,NA,38,NA,11,Nov,5,2019,interv4,21,38
2019-11-06,Miércoles,22,NA,35,NA,11,Nov,6,2019,interv4,22,35
2019-11-07,Jueves,21,NA,34,NA,11,Nov,7,2019,interv4,21,34
2019-11-08,Viernes,21,NA,35,NA,11,Nov,8,2019,interv4,21,35
2019-11-11,Lunes,22,NA,33,NA,11,Nov,11,2019,interv4,22,33
2019-11-12,Martes,23,NA,33,NA,11,Nov,12,2019,interv4,23,33
2019-11-13,Miércoles,21,NA,36,NA,11,Nov,13,2019,interv4,21,36
2019-11-14,Jueves,22,NA,34,NA,11,Nov,14,2019,interv4,22,34
2019-11-15,Viernes,22,NA,33,NA,11,Nov,15,2019,interv4,22,33
2019-11-18,Lunes,22,NA,42,NA,11,Nov,18,2019,interv4,22,42
2019-11-19,Martes,23,NA,34,NA,11,Nov,19,2019,interv4,23,34
2019-11-20,Miércoles,23,NA,34,NA,11,Nov,20,2019,interv4,23,34
2019-11-21,Jueves,23,NA,33,NA,11,Nov,21,2019,interv4,23,33
2019-11-22,Viernes,22,NA,36,NA,11,Nov,22,2019,interv4,22,36
2019-11-25,Lunes,23,NA,33,NA,11,Nov,25,2019,interv4,23,33
2019-11-26,Martes,23,NA,33,NA,11,Nov,26,2019,interv4,23,33
2019-11-27,Miércoles,23,NA,33,NA,11,Nov,27,2019,interv4,23,33
2019-11-28,Jueves,23,NA,33,NA,11,Nov,28,2019,interv4,23,33
2019-11-29,Viernes,23,NA,32,NA,11,Nov,29,2019,interv4,23,32
2019-12-02,Lunes,23,NA,35,NA,12,Dec,2,2019,interv4,23,35
2019-12-03,Martes,23,NA,33,NA,12,Dec,3,2019,interv4,23,33
2019-12-04,Miércoles,23,NA,33,NA,12,Dec,4,2019,interv4,23,33
2019-12-05,Jueves,23,NA,33,NA,12,Dec,5,2019,interv4,23,33
2019-12-06,Viernes,23,NA,32,NA,12,Dec,6,2019,interv4,23,32
2019-12-09,Lunes,22,NA,31,NA,12,Dec,9,2019,interv4,22,31
2019-12-10,Martes,23,NA,33,NA,12,Dec,10,2019,interv4,23,33
2019-12-11,Miércoles,23,NA,33,NA,12,Dec,11,2019,interv4,23,33
2019-12-12,Jueves,23,NA,32,NA,12,Dec,12,2019,interv4,23,32
2019-12-13,Viernes,24,NA,32,NA,12,Dec,13,2019,interv4,24,32
2019-12-16,Lunes,24,NA,32,NA,12,Dec,16,2019,interv4,24,32
2019-12-17,Martes,23,NA,32,NA,12,Dec,17,2019,interv4,23,32
2019-12-18,Miércoles,23,NA,32,NA,12,Dec,18,2019,interv4,23,32
2019-12-19,Jueves,24,NA,32,NA,12,Dec,19,2019,interv4,24,32
2019-12-20,Viernes,23,NA,32,NA,12,Dec,20,2019,interv4,23,32
2019-12-23,Lunes,22,NA,33,NA,12,Dec,23,2019,interv4,22,33
2019-12-24,Martes,23,NA,32,NA,12,Dec,24,2019,interv4,23,32
2019-12-25,Miércoles,NA,NA,NA,NA,12,Dec,25,2019,interv4,NA,NA
2019-12-26,Jueves,23,NA,38,NA,12,Dec,26,2019,interv4,23,38
2019-12-27,Viernes,NA,NA,NA,NA,12,Dec,27,2019,interv4,NA,NA
2019-12-28,sábado,23,NA,33,NA,12,Dec,28,2019,interv4,23,33
2019-12-29,domingo,NA,NA,NA,NA,12,Dec,29,2019,interv4,NA,NA
2019-12-30,lunes,23,NA,32,NA,12,Dec,30,2019,interv4,23,32
2019-12-31,martes,NA,NA,NA,NA,12,Dec,31,2019,interv4,NA,NA
2020-01-01,miércoles,23,NA,33,NA,1,Jan,1,2020,interv4,23,33
2020-01-02,jueves,23,NA,32,NA,1,Jan,2,2020,interv4,23,32
2020-01-03,viernes,23,NA,33,NA,1,Jan,3,2020,interv4,23,33
2020-01-05,domingo,23,NA,34,NA,1,Jan,5,2020,interv4,23,34
2020-01-06,lunes,24,NA,31,NA,1,Jan,6,2020,interv4,24,31
2020-01-07,martes,23,NA,32,NA,1,Jan,7,2020,interv4,23,32
2020-01-08,miércoles,23,NA,32,NA,1,Jan,8,2020,interv4,23,32
2020-01-09,jueves,23,NA,32,NA,1,Jan,9,2020,interv4,23,32
2020-01-10,viernes,22,NA,33,NA,1,Jan,10,2020,interv4,22,33
2020-01-13,lunes,22,NA,45,NA,1,Jan,13,2020,interv4,22,45
2020-01-14,martes,23,NA,35,NA,1,Jan,14,2020,interv4,23,35
2020-01-15,miércoles,23,NA,34,NA,1,Jan,15,2020,interv4,23,34
2020-01-16,jueves,23,NA,35,NA,1,Jan,16,2020,interv4,23,35
2020-01-17,viernes,23,NA,34,NA,1,Jan,17,2020,interv4,23,34
2020-01-18,sábado,NA,NA,NA,NA,1,Jan,18,2020,interv4,NA,NA
2020-01-19,domingo,NA,NA,NA,NA,1,Jan,19,2020,interv4,NA,NA
